0.000000 0.000000
0.015747 -63.502822
0.031495 -31.751411
0.047242 -21.167607
0.062989 -15.875706
0.078737 -12.700564
0.094484 -10.583804
0.110231 -9.071832
0.125979 -7.937853
0.141726 -7.055869
0.157473 -6.350282
0.173221 -5.772984
0.188968 -5.291902
0.204715 -4.884832
0.220463 -4.535916
0.236210 -4.233521
0.251957 -3.968926
0.267705 -3.735460
0.283452 -3.527935
0.299199 -3.342254
0.314947 -3.175141
0.330694 -3.023944
0.346441 -2.886492
0.362189 -2.760992
0.377936 -2.645951
0.393683 -2.540113
0.409431 -2.442416
0.425178 -2.351956
0.440925 -2.267958
0.456673 -2.189752
0.472420 -2.116761
0.488167 -2.048478
0.503915 -1.984463
0.519662 -1.924328
0.535409 -1.867730
0.551157 -1.814366
0.566904 -1.763967
0.582651 -1.716292
0.598399 -1.671127
0.614146 -1.628277
0.629893 -1.587571
0.645641 -1.548849
0.661388 -1.511972
0.677135 -1.476810
0.692883 -1.443246
0.708630 -1.411174
0.724377 -1.380496
0.740125 -1.351124
0.755872 -1.322975
0.771619 -1.295976
0.787367 -1.270056
0.803114 -1.245153
0.818861 -1.221208
0.834609 -1.198166
0.850356 -1.175978
0.866103 -1.154597
0.881851 -1.133979
0.897598 -1.114085
0.913345 -1.094876
0.929093 -1.076319
0.944840 -1.058380
0.960587 -1.041030
0.976335 -1.024239
0.992082 -1.007981
1.007829 -0.992232
1.023577 -0.976966
1.039324 -0.962164
1.055071 -0.947803
1.070819 -0.933865
1.086566 -0.920331
1.102313 -0.907183
1.118061 -0.894406
1.133808 -0.881984
1.149555 -0.869902
1.165303 -0.858146
1.181050 -0.846704
1.196797 -0.835563
1.212545 -0.824712
1.228292 -0.814139
1.244039 -0.803833
1.259787 -0.793785
1.275534 -0.783985
1.291281 -0.774425
1.307029 -0.765094
1.322776 -0.755986
1.338523 -0.747092
1.354271 -0.738405
1.370018 -0.729917
1.385765 -0.721623
1.401513 -0.713515
1.417260 -0.705587
1.433007 -0.697833
1.448755 -0.690248
1.464502 -0.682826
1.480249 -0.675562
1.495997 -0.668451
1.511744 -0.661488
1.527491 -0.654668
1.543238 -0.647988
1.558986 -0.641443
1.574733 -0.635028
1.590480 -0.628741
1.606228 -0.622577
1.621975 -0.616532
1.637722 -0.610604
1.653470 -0.604789
1.669217 -0.599083
1.684964 -0.593484
1.700712 -0.587989
1.716459 -0.582595
1.732206 -0.577298
1.747954 -0.572097
1.763701 -0.566989
1.779448 -0.561972
1.795196 -0.557042
1.810943 -0.552198
1.826690 -0.547438
1.842438 -0.542759
1.858185 -0.538160
1.873932 -0.533637
1.889680 -0.529190
1.905427 -0.524817
1.921174 -0.520515
1.936922 -0.516283
1.952669 -0.512120
1.968416 -0.508023
1.984164 -0.503991
1.999911 -0.500022
2.015658 -0.496116
2.031406 -0.492270
2.047153 -0.488483
2.062900 -0.484754
2.078648 -0.481082
2.094395 -0.477465
2.110142 -0.473902
2.125890 -0.470391
2.141637 -0.466933
2.157384 -0.463524
2.173132 -0.460165
2.188879 -0.456855
2.204626 -0.453592
2.220374 -0.450375
2.236121 -0.447203
2.251868 -0.444076
2.267616 -0.440992
2.283363 -0.437950
2.299110 -0.434951
2.314858 -0.431992
2.330605 -0.429073
2.346352 -0.426193
2.362100 -0.423352
2.377847 -0.420548
2.393594 -0.417782
2.409342 -0.415051
2.425089 -0.412356
2.440836 -0.409696
2.456584 -0.407069
2.472331 -0.404477
2.488078 -0.401917
2.503826 -0.399389
2.519573 -0.396893
2.535320 -0.394427
2.551068 -0.391993
2.566815 -0.389588
2.582562 -0.387212
2.598310 -0.384866
2.614057 -0.382547
2.629804 -0.380256
2.645552 -0.377993
2.661299 -0.375756
2.677046 -0.373546
2.692794 -0.371362
2.708541 -0.369202
2.724288 -0.367068
2.740036 -0.364959
2.755783 -0.362873
2.771530 -0.360811
2.787278 -0.358773
2.803025 -0.356757
2.818772 -0.354764
2.834520 -0.352793
2.850267 -0.350844
2.866014 -0.348917
2.881762 -0.347010
2.897509 -0.345124
2.913256 -0.343258
2.929004 -0.341413
2.944751 -0.339587
2.960498 -0.337781
2.976246 -0.335994
2.991993 -0.334225
3.007740 -0.332476
3.023488 -0.330744
3.039235 -0.329030
3.054982 -0.327334
3.070730 -0.325655
3.086477 -0.323994
3.102224 -0.322349
3.117972 -0.320721
3.133719 -0.319110
3.149466 -0.317514
3.165214 -0.315934
3.180961 -0.314370
3.196708 -0.312822
3.212456 -0.311288
3.228203 -0.309770
3.243950 -0.308266
3.259698 -0.306777
3.275445 -0.305302
3.291192 -0.303841
3.306940 -0.302394
3.322687 -0.300961
3.338434 -0.299542
3.354182 -0.298135
3.369929 -0.296742
3.385676 -0.295362
3.401424 -0.293995
3.417171 -0.292640
3.432918 -0.291297
3.448666 -0.289967
3.464413 -0.288649
3.480160 -0.287343
3.495908 -0.286049
3.511655 -0.284766
3.527402 -0.283495
3.543150 -0.282235
3.558897 -0.280986
3.574644 -0.279748
3.590392 -0.278521
3.606139 -0.277305
3.621886 -0.276099
3.637634 -0.274904
3.653381 -0.273719
3.669128 -0.272544
3.684876 -0.271380
3.700623 -0.270225
3.716370 -0.269080
3.732118 -0.267944
3.747865 -0.266819
3.763612 -0.265702
3.779360 -0.264595
3.795107 -0.263497
3.810854 -0.262408
3.826602 -0.261328
3.842349 -0.260257
3.858096 -0.259195
3.873844 -0.258142
3.889591 -0.257096
3.905338 -0.256060
3.921086 -0.255031
3.936833 -0.254011
3.952580 -0.252999
3.968328 -0.251995
3.984075 -0.250999
3.999822 -0.250011
4.015570 -0.249031
4.031317 -0.248058
4.047064 -0.247093
4.062812 -0.246135
4.078559 -0.245185
4.094306 -0.244242
4.110054 -0.243306
4.125801 -0.242377
4.141548 -0.241456
4.157296 -0.240541
4.173043 -0.239633
4.188790 -0.238732
4.204538 -0.237838
4.220285 -0.236951
4.236032 -0.236070
4.251780 -0.235196
4.267527 -0.234328
4.283274 -0.233466
4.299022 -0.232611
4.314769 -0.231762
4.330516 -0.230919
4.346264 -0.230083
4.362011 -0.229252
4.377758 -0.228427
4.393506 -0.227609
4.409253 -0.226796
4.425000 -0.225989
4.440748 -0.225187
4.456495 -0.224392
4.472242 -0.223601
4.487990 -0.222817
4.503737 -0.222038
4.519484 -0.221264
4.535231 -0.220496
4.550979 -0.219733
4.566726 -0.218975
4.582473 -0.218223
4.598221 -0.217475
4.613968 -0.216733
4.629715 -0.215996
4.645463 -0.215264
4.661210 -0.214537
4.676957 -0.213814
4.692705 -0.213097
4.708452 -0.212384
4.724199 -0.211676
4.739947 -0.210973
4.755694 -0.210274
4.771441 -0.209580
4.787189 -0.208891
4.802936 -0.208206
4.818683 -0.207526
4.834431 -0.206850
4.850178 -0.206178
4.865925 -0.205511
4.881673 -0.204848
4.897420 -0.204189
4.913167 -0.203535
4.928915 -0.202884
4.944662 -0.202238
4.960409 -0.201596
4.976157 -0.200958
4.991904 -0.200324
5.007651 -0.199694
5.023399 -0.199068
5.039146 -0.198446
5.054893 -0.197828
5.070641 -0.197214
5.086388 -0.196603
5.102135 -0.195996
5.117883 -0.195393
5.133630 -0.194794
5.149377 -0.194198
5.165125 -0.193606
5.180872 -0.193018
5.196619 -0.192433
5.212367 -0.191851
