0.000000 1.000000
0.008468 0.008468
0.016936 0.016936
0.025404 0.025404
0.033872 0.033872
0.042340 0.042340
0.050807 0.050807
0.059275 0.059275
0.067743 0.067743
0.076211 0.076211
0.084679 0.084678
0.093147 0.093146
0.101615 0.101613
0.110083 0.110080
0.118551 0.118547
0.127019 0.127013
0.135486 0.135479
0.143954 0.143944
0.152422 0.152409
0.160890 0.160872
0.169358 0.169335
0.177826 0.177796
0.186294 0.186257
0.194762 0.194715
0.203230 0.203172
0.211698 0.211627
0.220166 0.220079
0.228633 0.228529
0.237101 0.236976
0.245569 0.245420
0.254037 0.253861
0.262505 0.262297
0.270973 0.270730
0.279441 0.279157
0.287909 0.287579
0.296377 0.295996
0.304845 0.304406
0.313312 0.312810
0.321780 0.321206
0.330248 0.329594
0.338716 0.337974
0.347184 0.346344
0.355652 0.354704
0.364120 0.363054
0.372588 0.371392
0.381056 0.379718
0.389524 0.388031
0.397992 0.396329
0.406459 0.404613
0.414927 0.412881
0.423395 0.421131
0.431863 0.429364
0.440331 0.437577
0.448799 0.445770
0.457267 0.453942
0.465735 0.462091
0.474203 0.470216
0.482671 0.478316
0.491138 0.486389
0.499606 0.494435
0.508074 0.502450
0.516542 0.510435
0.525010 0.518387
0.533478 0.526305
0.541946 0.534188
0.550414 0.542033
0.558882 0.549838
0.567350 0.557603
0.575818 0.565325
0.584285 0.573002
0.592753 0.580632
0.601221 0.588214
0.609689 0.595745
0.618157 0.603223
0.626625 0.610646
0.635093 0.618012
0.643561 0.625319
0.652029 0.632564
0.660497 0.639744
0.668964 0.646858
0.677432 0.653903
0.685900 0.660877
0.694368 0.667776
0.702836 0.674599
0.711304 0.681342
0.719772 0.688004
0.728240 0.694580
0.736708 0.701069
0.745176 0.707467
0.753644 0.713771
0.762111 0.719979
0.770579 0.726088
0.779047 0.732094
0.787515 0.737994
0.795983 0.743786
0.804451 0.749465
0.812919 0.755030
0.821387 0.760475
0.829855 0.765799
0.838323 0.770998
0.846790 0.776068
0.855258 0.781006
0.863726 0.785809
0.872194 0.790472
0.880662 0.794993
0.889130 0.799368
0.897598 0.803593
0.906066 0.807664
0.914534 0.811579
0.923002 0.815333
0.931470 0.818923
0.939937 0.822345
0.948405 0.825595
0.956873 0.828670
0.965341 0.831566
0.973809 0.834278
0.982277 0.836804
0.990745 0.839140
0.999213 0.841282
1.007681 0.843226
1.016149 0.844968
1.024616 0.846505
1.033084 0.847833
1.041552 0.848949
1.050020 0.849848
1.058488 0.850528
1.066956 0.850984
1.075424 0.851213
1.083892 0.851211
1.092360 0.850976
1.100828 0.850503
1.109296 0.849790
1.117763 0.848832
1.126231 0.847628
1.134699 0.846172
1.143167 0.844464
1.151635 0.842498
1.160103 0.840273
1.168571 0.837786
